az	ev	tkaz	diakaz	ingyenes
12614	2005	49	475	0
12615	2005	48	475	0
12616	2005	56	475	0
12617	2005	34	475	0
12618	2005	40	475	0
12682	2005	27	510	0
12683	2005	28	510	0
12684	2005	47	510	0
12685	2005	62	510	0
12686	2005	49	510	0
12687	2005	48	510	0
12688	2005	56	510	0
12689	2005	34	510	0
12690	2005	27	483	0
12691	2005	30	483	0
12692	2005	47	483	0
12693	2005	49	483	0
12694	2005	48	483	0
12695	2005	56	483	0
12696	2005	34	483	0
12697	2005	21	483	0
12698	2005	40	483	0
12699	2005	59	483	0
12700	2005	60	483	0
12727	2005	27	313	0
12881	2005	33	274	0
12882	2005	59	274	0
12883	2005	60	274	0
12884	2005	54	274	0
12885	2005	53	274	0
12886	2005	76	274	0
12887	2005	73	274	0
12888	2005	77	274	0
12889	2005	42	274	0
12890	2005	33	203	0
12891	2005	43	203	0
12892	2005	59	203	0
12893	2005	60	203	0
12894	2005	54	203	0
12895	2005	53	203	0
12896	2005	76	203	0
12897	2005	73	203	0
12898	2005	77	203	0
12899	2005	42	203	0
12900	2005	33	261	0
12901	2005	43	261	0
12902	2005	59	261	0
12903	2005	60	261	0
12904	2005	30	261	0
12905	2005	31	261	0
12906	2005	54	261	0
12907	2005	53	261	0
12908	2005	72	261	0
12909	2005	75	261	0
12910	2005	77	261	0
12911	2005	42	261	0
12912	2005	33	147	1
12913	2005	43	147	0
12914	2005	54	147	0
12915	2005	53	147	0
12916	2005	72	147	1
12917	2005	75	147	1
12918	2005	76	147	1
12919	2005	77	147	1
12920	2005	42	147	1
12921	2005	33	232	1
12922	2005	43	232	1
12923	2005	54	232	1
12924	2005	53	232	1
12925	2005	55	232	1
12926	2005	72	232	1
12927	2005	75	232	1
12928	2005	76	232	1
12929	2005	3	232	1
12930	2005	77	232	1
12931	2005	42	232	1
12932	2005	27	573	0
12933	2005	28	573	0
12934	2005	47	573	0
12935	2005	62	573	0
12936	2005	49	573	0
12937	2005	48	573	0
12938	2005	56	573	0
12939	2005	34	573	0
12940	2005	40	573	0
12941	2005	33	250	0
12942	2005	43	250	0
12943	2005	54	250	0
12944	2005	53	250	0
12945	2005	72	250	0
12946	2005	3	250	0
12947	2005	77	250	0
12948	2005	42	250	0
12979	2005	33	151	0
12980	2005	43	151	0
12981	2005	60	151	0
12982	2005	54	151	0
12983	2005	53	151	0
12984	2005	72	151	0
12985	2005	73	151	0
12986	2005	77	151	0
12987	2005	42	151	0
12998	2005	27	466	0
12999	2005	71	466	0
13000	2005	47	466	0
13001	2005	62	466	0
13002	2005	56	466	0
13003	2005	21	466	0
13004	2005	40	466	0
13005	2005	27	492	1
13006	2005	71	492	1
13007	2005	47	492	1
13008	2005	62	492	1
13009	2005	49	492	1
13010	2005	48	492	1
13011	2005	56	492	1
13012	2005	21	492	1
13013	2005	40	492	1
13014	2005	32	346	1
13015	2005	59	346	1
13016	2005	60	346	1
13017	2005	30	346	1
13018	2005	31	346	1
13019	2005	29	346	1
13020	2005	51	346	1
13021	2005	50	346	1
13022	2005	58	346	1
13023	2005	57	346	1
13024	2005	35	346	1
13025	2005	69	346	1
13026	2005	41	346	1
13027	2005	32	304	1
13028	2005	20	304	1
13029	2005	59	304	0
13030	2005	60	304	0
13031	2005	30	304	0
13032	2005	31	304	0
13033	2005	29	304	0
13034	2005	51	304	1
13035	2005	50	304	1
13036	2005	58	304	1
13037	2005	57	304	1
13038	2005	74	304	0
13039	2005	75	304	0
13040	2005	69	304	1
13041	2005	41	304	1
13042	2005	38	304	0
13077	2005	32	401	0
13078	2005	20	401	0
13079	2005	51	401	0
13080	2005	50	401	0
13081	2005	58	401	0
13082	2005	57	401	0
13083	2005	6	401	0
13084	2005	41	401	0
13117	2005	27	513	0
13118	2005	28	513	0
13119	2005	47	513	0
13120	2005	62	513	0
13121	2005	49	513	0
13122	2005	48	513	0
13123	2005	56	513	0
13124	2005	34	513	0
13125	2005	40	513	0
13126	2005	45	513	0
13178	2005	32	371	0
13179	2005	20	371	0
13180	2005	59	371	0
13181	2005	60	371	0
13182	2005	30	371	0
13183	2005	31	371	0
13184	2005	29	371	0
13185	2005	51	371	0
13186	2005	50	371	0
13187	2005	58	371	0
13188	2005	57	371	0
13189	2005	69	371	0
13190	2005	41	371	0
13191	2005	38	371	0
13192	2005	9	371	0
13205	2005	27	577	0
13206	2005	20	577	1
13207	2005	28	577	0
13208	2005	47	577	1
13209	2005	62	577	1
13210	2005	49	577	0
13211	2005	48	577	0
13212	2005	56	577	0
13213	2005	34	577	0
13214	2005	21	577	1
13215	2005	40	577	0
13216	2005	27	544	0
13217	2005	28	544	1
13218	2005	47	544	0
13219	2005	62	544	1
13220	2005	49	544	0
13221	2005	48	544	0
13222	2005	56	544	1
13223	2005	34	544	1
13224	2005	40	544	0
13231	2005	33	236	0
13232	2005	43	236	0
13233	2005	54	236	0
13234	2005	53	236	0
13235	2005	76	236	0
13236	2005	73	236	0
13237	2005	7	236	0
13238	2005	42	236	0
13308	2005	32	365	0
13309	2005	20	365	0
13310	2005	29	365	0
13311	2005	51	365	0
13312	2005	50	365	0
13313	2005	58	365	0
13314	2005	57	365	0
13315	2005	74	365	0
13316	2005	75	365	0
13317	2005	69	365	0
13318	2005	41	365	0
13319	2005	38	365	0
13410	2005	27	482	0
13411	2005	28	482	0
13412	2005	47	482	0
13417	2005	62	482	0
13418	2005	49	482	0
13419	2005	48	482	0
13420	2005	56	482	0
13421	2005	34	482	0
13422	2005	40	482	0
13423	2005	13	482	0
13425	2005	61	482	0
13426	2005	16	482	0
13427	2005	2	482	0
13428	2005	5	482	0
13475	2005	27	516	0
13476	2005	71	516	0
13477	2005	47	516	0
13478	2005	62	516	0
13479	2005	49	516	0
13480	2005	56	516	0
13481	2005	21	516	0
13482	2005	40	516	0
13483	2005	32	410	0
13484	2005	29	410	0
13485	2005	51	410	0
13486	2005	50	410	0
13487	2005	58	410	0
13488	2005	57	410	0
13489	2005	35	410	0
13490	2005	41	410	0
13491	2005	27	453	0
13492	2005	71	453	0
13493	2005	47	453	0
13494	2005	62	453	0
13495	2005	49	453	0
13496	2005	48	453	0
13497	2005	56	453	0
13498	2005	21	453	0
13499	2005	40	453	0
13500	2005	33	219	0
13501	2005	43	219	0
13502	2005	54	219	0
13503	2005	53	219	0
13504	2005	72	219	0
13505	2005	75	219	0
13506	2005	77	219	0
13507	2005	42	219	0
13508	2005	74	219	0
13541	2005	27	458	0
13542	2005	30	458	0
13543	2005	47	458	0
13544	2005	62	458	0
13545	2005	49	458	0
13546	2005	48	458	0
13547	2005	56	458	0
13548	2005	34	458	0
13549	2005	21	458	0
13550	2005	40	458	0
13551	2005	59	458	0
13552	2005	60	458	0
13553	2005	3	458	0
13578	2005	33	181	0
13579	2005	43	181	0
13580	2005	30	181	0
13581	2005	54	181	0
13582	2005	53	181	0
13583	2005	72	181	0
13584	2005	75	181	0
13585	2005	3	181	0
13586	2005	77	181	0
13587	2005	42	181	0
13618	2005	27	530	0
13619	2005	28	530	0
13620	2005	47	530	0
13621	2005	62	530	0
13622	2005	49	530	0
13623	2005	48	530	0
13624	2005	56	530	0
13625	2005	34	530	0
13626	2005	21	530	0
13627	2005	40	530	0
13653	2005	27	433	0
13654	2005	71	433	0
13655	2005	47	433	0
13656	2005	62	433	0
13657	2005	49	433	0
13658	2005	48	433	0
13659	2005	56	433	0
13660	2005	36	433	0
13661	2005	37	433	0
13662	2005	21	433	0
13663	2005	40	433	0
13672	2005	33	240	1
13673	2005	43	240	1
13674	2005	30	240	1
13675	2005	31	240	1
13676	2005	54	240	1
13677	2005	53	240	1
13678	2005	76	240	1
13679	2005	73	240	1
13680	2005	7	240	1
13681	2005	77	240	1
13682	2005	42	240	1
13705	2005	32	398	1
13706	2005	51	398	1
13707	2005	50	398	1
13708	2005	58	398	1
13709	2005	57	398	1
13710	2005	6	398	1
13711	2005	69	398	1
13712	2005	41	398	1
13723	2005	27	448	0
13724	2005	30	448	0
13725	2005	47	448	0
13728	2005	56	448	0
13729	2005	34	448	0
13730	2005	21	448	0
13731	2005	59	448	0
13732	2005	60	448	0
13915	2005	32	335	0
13916	2005	29	335	0
13917	2005	51	335	0
13918	2005	50	335	0
13919	2005	58	335	0
13920	2005	57	335	0
13921	2005	35	335	0
13922	2005	41	335	0
13941	2005	32	367	0
13942	2005	29	367	0
13943	2005	51	367	0
13944	2005	50	367	0
13945	2005	52	367	0
13946	2005	58	367	0
13947	2005	57	367	0
13948	2005	6	367	0
13949	2005	35	367	0
13950	2005	69	367	0
13951	2005	41	367	0
13952	2005	32	341	1
13953	2005	29	341	1
13954	2005	51	341	1
13955	2005	50	341	1
13956	2005	58	341	1
13957	2005	57	341	1
13958	2005	35	341	1
13959	2005	69	341	1
13960	2005	41	341	1
13961	2005	32	312	0
13962	2005	30	312	0
13963	2005	31	312	0
13964	2005	29	312	0
13965	2005	51	312	0
13966	2005	50	312	0
13967	2005	52	312	0
13968	2005	58	312	0
13969	2005	57	312	0
13970	2005	6	312	0
13971	2005	35	312	0
13972	2005	69	312	0
13973	2005	41	312	0
13974	2005	32	374	0
13975	2005	29	374	0
13976	2005	51	374	0
13977	2005	50	374	0
13978	2005	58	374	0
13979	2005	57	374	0
13980	2005	35	374	0
13981	2005	41	374	0
13982	2005	33	222	0
13983	2005	54	222	0
13984	2005	73	222	0
13985	2005	7	222	0
13986	2005	42	222	0
13994	2005	33	241	0
13995	2005	43	241	0
13996	2005	54	241	0
13997	2005	53	241	0
13998	2005	7	241	0
13999	2005	42	241	0
14000	2005	33	195	0
14001	2005	43	195	0
14002	2005	54	195	0
14003	2005	53	195	0
14004	2005	7	195	0
14005	2005	42	195	0
14006	2005	32	332	0
14007	2005	29	332	0
14008	2005	51	332	0
14009	2005	50	332	0
14010	2005	58	332	0
14011	2005	57	332	0
14012	2005	35	332	0
14013	2005	69	332	0
14014	2005	41	332	0
14048	2005	33	192	0
14049	2005	54	192	0
14050	2005	7	192	0
14051	2005	42	192	0
14069	2005	32	368	1
14070	2005	59	368	1
14071	2005	60	368	1
14072	2005	30	368	1
14073	2005	31	368	1
14074	2005	29	368	1
14075	2005	51	368	1
14076	2005	50	368	1
14077	2005	52	368	1
14078	2005	58	368	1
14079	2005	57	368	1
14080	2005	6	368	1
14081	2005	35	368	1
14082	2005	69	368	1
14083	2005	41	368	1
14107	2005	27	506	0
14108	2005	28	506	0
14109	2005	47	506	0
14110	2005	62	506	0
14111	2005	49	506	0
14112	2005	48	506	0
14113	2005	56	506	0
14114	2005	34	506	0
14115	2005	40	506	0
14116	2005	27	449	0
14117	2005	71	449	0
14118	2005	47	449	0
14121	2005	62	449	0
14122	2005	49	449	0
14123	2005	48	449	0
14124	2005	56	449	1
14125	2005	21	449	0
14126	2005	40	449	0
14127	2005	32	412	0
14128	2005	29	412	0
14129	2005	51	412	0
14130	2005	50	412	0
14131	2005	52	412	0
14132	2005	58	412	0
14133	2005	57	412	0
14134	2005	35	412	0
14135	2005	69	412	0
14136	2005	41	412	0
14169	2005	33	166	0
14170	2005	43	166	0
14171	2005	54	166	0
14172	2005	53	166	0
14173	2005	73	166	0
14174	2005	42	166	0
14175	2005	33	153	1
14176	2005	43	153	1
14177	2005	59	153	1
14178	2005	60	153	1
14179	2005	30	153	1
14180	2005	31	153	1
14181	2005	54	153	1
14182	2005	53	153	1
14183	2005	55	153	1
14184	2005	72	153	1
14185	2005	75	153	1
14186	2005	76	153	1
14187	2005	77	153	1
14188	2005	42	153	1
14204	2005	59	225	1
14205	2005	60	225	1
14206	2005	54	225	1
14207	2005	53	225	1
14208	2005	72	225	1
14209	2005	75	225	1
14210	2005	76	225	1
14211	2005	42	225	1
14212	2005	27	503	0
14213	2005	28	503	0
14214	2005	47	503	0
14215	2005	62	503	0
14216	2005	49	503	0
14217	2005	48	503	0
14218	2005	56	503	0
14219	2005	34	503	0
14220	2005	21	503	0
14221	2005	40	503	0
14222	2005	27	432	0
14223	2005	71	432	0
14224	2005	47	432	0
14227	2005	62	432	0
14228	2005	49	432	0
14229	2005	48	432	0
14230	2005	56	432	0
14231	2005	21	432	0
14232	2005	40	432	0
14277	2005	32	406	1
14278	2005	20	406	1
14279	2005	59	406	1
14280	2005	60	406	1
14281	2005	51	406	1
14282	2005	50	406	1
14283	2005	52	406	1
14284	2005	58	406	1
14285	2005	57	406	1
14286	2005	6	406	1
14287	2005	69	406	1
14288	2005	41	406	1
14371	2005	33	167	0
14372	2005	43	167	0
14373	2005	59	167	0
14374	2005	60	167	0
14375	2005	54	167	0
14376	2005	53	167	0
14377	2005	72	167	0
14378	2005	76	167	0
14379	2005	73	167	0
14380	2005	3	167	0
14381	2005	77	167	0
14382	2005	42	167	0
14399	2005	33	275	0
14400	2005	43	275	0
14401	2005	54	275	0
14402	2005	53	275	0
14403	2005	73	275	0
14404	2005	42	275	0
14405	2005	27	468	1
14406	2005	28	468	1
14407	2005	47	468	1
14408	2005	62	468	1
14409	2005	49	468	1
14410	2005	48	468	1
14411	2005	56	468	1
14412	2005	34	468	1
14413	2005	21	468	1
14414	2005	40	468	1
14415	2005	32	394	0
14416	2005	29	394	0
14417	2005	51	394	0
14418	2005	50	394	0
14419	2005	52	394	0
14420	2005	58	394	0
14421	2005	57	394	0
14422	2005	35	394	0
14423	2005	69	394	0
14424	2005	41	394	0
14453	2005	27	556	0
14454	2005	28	556	0
14455	2005	47	556	0
14456	2005	62	556	0
14457	2005	49	556	0
14458	2005	48	556	0
14459	2005	56	556	0
14460	2005	34	556	0
14461	2005	40	556	0
14465	2005	27	576	0
14466	2005	71	576	0
14467	2005	47	576	0
14468	2005	62	576	0
14469	2005	49	576	0
14470	2005	48	576	0
14471	2005	56	576	0
14472	2005	21	576	0
14473	2005	40	576	0
14495	2005	74	388	1
14496	2005	75	388	1
14497	2005	69	388	1
14498	2005	38	388	0
14499	2005	33	150	0
14500	2005	59	150	0
14501	2005	60	150	0
14502	2005	72	150	0
14503	2005	73	150	0
14504	2005	77	150	0
14533	2005	27	487	0
14534	2005	30	487	0
14535	2005	47	487	0
14536	2005	62	487	0
14537	2005	49	487	0
14538	2005	48	487	0
14539	2005	56	487	0
14540	2005	34	487	0
14541	2005	21	487	0
14542	2005	40	487	0
14543	2005	59	487	0
14544	2005	60	487	0
14572	2005	27	558	1
14573	2005	28	558	1
14574	2005	47	558	1
14577	2005	62	558	1
14578	2005	49	558	1
14579	2005	48	558	1
14580	2005	56	558	1
14581	2005	34	558	1
14582	2005	40	558	1
14583	2005	33	178	0
14584	2005	43	178	0
14585	2005	54	178	0
14586	2005	53	178	0
14587	2005	76	178	0
14588	2005	73	178	0
14589	2005	7	178	0
14590	2005	42	178	0
14650	2005	32	420	1
14651	2005	20	420	1
14652	2005	51	420	1
14653	2005	50	420	1
14654	2005	58	420	1
14655	2005	57	420	1
14656	2005	6	420	1
14657	2005	69	420	1
14658	2005	41	420	0
14666	2005	32	423	0
14667	2005	20	423	0
14668	2005	30	423	0
14669	2005	31	423	0
14670	2005	29	423	0
14671	2005	51	423	0
14672	2005	50	423	0
14673	2005	58	423	0
14674	2005	57	423	0
14675	2005	69	423	0
14676	2005	41	423	0
14677	2005	32	409	0
14678	2005	51	409	0
14679	2005	57	409	0
14680	2005	69	409	0
14681	2005	41	409	0
14688	2005	27	434	1
14689	2005	71	434	1
14690	2005	47	434	1
14691	2005	62	434	1
14692	2005	49	434	1
14693	2005	48	434	1
14694	2005	56	434	1
14695	2005	36	434	1
14696	2005	37	434	1
14697	2005	21	434	1
14698	2005	40	434	1
14723	2005	32	345	0
14724	2005	59	345	0
14725	2005	60	345	0
14726	2005	30	345	0
14727	2005	31	345	0
14728	2005	29	345	0
14729	2005	58	345	0
14730	2005	57	345	0
14731	2005	35	345	0
14732	2005	69	345	0
14733	2005	41	345	0
14734	2005	27	493	0
14735	2005	30	493	0
14736	2005	47	493	0
14737	2005	62	493	0
14738	2005	56	493	0
14739	2005	34	493	0
14740	2005	40	493	0
14741	2005	59	493	0
14742	2005	60	493	0
14743	2005	32	396	0
14744	2005	51	396	0
14745	2005	50	396	0
14746	2005	52	396	0
14747	2005	58	396	0
14748	2005	57	396	0
14749	2005	6	396	0
14750	2005	69	396	0
14751	2005	41	396	0
14752	2005	32	402	0
14753	2005	20	402	0
14754	2005	51	402	0
14755	2005	50	402	0
14756	2005	58	402	0
14757	2005	57	402	0
14758	2005	6	402	0
14759	2005	69	402	0
14760	2005	41	402	0
14770	2005	43	242	0
14771	2005	59	242	0
14772	2005	60	242	0
14773	2005	54	242	0
14774	2005	53	242	0
14775	2005	72	242	0
14776	2005	76	242	0
14777	2005	73	242	0
14778	2005	77	242	0
14779	2005	42	242	0
14780	2005	65	242	0
14781	2005	64	242	0
14782	2005	75	242	0
14783	2005	7	242	0
14784	2005	32	309	0
14785	2005	20	309	0
14786	2005	58	309	0
14787	2005	57	309	0
14788	2005	6	309	0
14789	2005	69	309	0
14790	2005	41	309	0
14791	2005	33	159	1
14792	2005	43	159	1
14793	2005	30	159	1
14794	2005	31	159	1
14795	2005	54	159	1
14796	2005	53	159	1
14797	2005	76	159	1
14798	2005	73	159	1
14799	2005	7	159	1
14800	2005	42	159	1
14810	2005	33	271	0
14811	2005	43	271	0
14812	2005	59	271	0
14813	2005	60	271	0
14814	2005	54	271	0
14815	2005	53	271	0
14816	2005	72	271	0
14817	2005	73	271	0
14818	2005	77	271	0
14819	2005	42	271	0
14820	2005	33	149	0
14821	2005	54	149	0
14822	2005	53	149	0
14823	2005	76	149	0
14824	2005	73	149	0
14825	2005	77	149	0
14849	2005	33	146	0
14850	2005	43	146	0
14851	2005	54	146	0
14852	2005	53	146	0
14853	2005	72	146	0
14854	2005	75	146	0
14855	2005	77	146	0
14856	2005	42	146	0
14857	2005	74	146	0
14890	2005	33	161	0
14891	2005	43	161	0
14892	2005	54	161	0
14893	2005	53	161	0
14894	2005	72	161	0
14895	2005	75	161	0
14896	2005	77	161	0
14897	2005	42	161	0
14898	2005	33	155	0
14899	2005	43	155	0
14900	2005	59	155	0
14901	2005	60	155	0
14902	2005	54	155	0
14903	2005	53	155	0
14904	2005	72	155	0
14905	2005	73	155	0
14906	2005	3	155	0
14907	2005	77	155	0
14908	2005	42	155	0
14912	2005	33	246	0
14913	2005	43	246	0
14914	2005	59	246	0
14915	2005	60	246	0
14916	2005	54	246	0
14917	2005	53	246	0
14918	2005	3	246	0
14919	2005	77	246	0
14920	2005	42	246	0
14921	2005	32	330	0
14922	2005	29	330	0
14923	2005	51	330	0
14924	2005	50	330	0
14925	2005	58	330	0
14926	2005	6	330	0
14927	2005	35	330	0
14928	2005	69	330	0
14929	2005	41	330	0
14930	2005	32	297	0
14931	2005	59	297	1
14932	2005	60	297	1
14933	2005	30	297	1
14934	2005	31	297	1
14935	2005	29	297	0
14936	2005	58	297	0
14937	2005	57	297	1
14938	2005	35	297	0
14939	2005	69	297	1
14940	2005	41	297	0
14941	2005	47	502	0
14942	2005	62	502	0
14943	2005	56	502	0
14944	2005	34	502	0
14945	2005	33	182	0
14946	2005	59	182	0
14947	2005	60	182	0
14948	2005	72	182	0
14949	2005	77	182	0
14950	2005	32	352	0
14951	2005	29	352	0
14952	2005	51	352	0
14953	2005	50	352	0
14954	2005	58	352	0
14955	2005	57	352	1
14956	2005	74	352	0
14957	2005	75	352	0
14958	2005	69	352	1
14959	2005	41	352	0
14960	2005	27	563	0
14961	2005	28	563	0
14962	2005	47	563	0
14963	2005	62	563	0
14964	2005	56	563	0
14965	2005	34	563	0
14966	2005	40	563	0
14967	2005	33	191	0
14968	2005	43	191	0
14969	2005	54	191	0
14970	2005	53	191	0
14971	2005	76	191	0
14972	2005	7	191	0
14973	2005	77	191	0
14974	2005	42	191	0
14975	2005	32	415	1
14976	2005	29	415	1
14977	2005	51	415	1
14978	2005	50	415	1
14979	2005	58	415	1
14980	2005	57	415	1
14981	2005	35	415	1
14982	2005	69	415	1
14983	2005	41	415	1
14984	2005	27	568	0
14985	2005	28	568	0
14986	2005	47	568	0
14987	2005	62	568	0
14988	2005	49	568	0
14989	2005	48	568	0
14990	2005	56	568	0
14991	2005	34	568	0
14992	2005	40	568	0
15008	2005	56	436	1
15009	2005	36	436	1
15010	2005	37	436	1
15011	2005	21	436	1
15029	2005	33	254	0
15030	2005	43	254	0
15031	2005	59	254	0
15032	2005	60	254	0
15033	2005	30	254	0
15034	2005	31	254	0
15035	2005	54	254	0
15036	2005	53	254	0
15037	2005	76	254	0
15038	2005	73	254	0
15039	2005	7	254	0
15040	2005	77	254	0
15041	2005	42	254	0
15042	2005	14	254	0
15043	2005	6	254	0
15044	2005	32	353	0
15045	2005	29	353	0
15046	2005	51	353	0
15047	2005	50	353	0
15048	2005	58	353	0
15049	2005	57	353	0
15050	2005	74	353	0
15051	2005	75	353	0
15052	2005	69	353	0
15053	2005	41	353	0
15054	2005	30	522	0
15055	2005	31	522	0
15056	2005	47	522	0
15057	2005	62	522	0
15058	2005	49	522	0
15059	2005	48	522	0
15060	2005	34	522	0
15061	2005	21	522	0
15062	2005	27	524	0
15063	2005	47	524	0
15068	2005	62	524	0
15069	2005	56	524	0
15070	2005	34	524	0
15083	2005	32	358	0
15084	2005	20	358	0
15085	2005	58	358	0
15086	2005	57	358	0
15087	2005	6	358	0
15088	2005	69	358	0
15089	2005	41	358	0
15100	2005	27	534	0
15101	2005	30	534	0
15102	2005	31	534	0
15103	2005	47	534	0
15104	2005	62	534	0
15105	2005	48	534	0
15106	2005	56	534	0
15107	2005	34	534	0
15108	2005	21	534	0
15109	2005	40	534	0
15110	2005	59	534	0
15111	2005	60	534	0
15121	2005	32	418	0
15122	2005	29	418	0
15123	2005	51	418	0
15124	2005	50	418	0
15125	2005	58	418	0
15126	2005	57	418	0
15127	2005	35	418	0
15128	2005	69	418	0
15129	2005	41	418	0
15130	2005	65	418	0
15131	2005	64	418	0
15157	2005	27	529	0
15158	2005	47	529	0
15161	2005	62	529	0
15162	2005	49	529	0
15163	2005	48	529	0
15164	2005	56	529	0
15165	2005	21	529	0
15166	2005	40	529	0
15167	2005	33	201	1
15168	2005	43	201	1
15169	2005	59	201	1
15170	2005	60	201	1
15171	2005	54	201	1
15172	2005	53	201	1
15173	2005	73	201	1
15174	2005	42	201	1
15205	2005	32	339	0
15206	2005	20	339	0
15207	2005	59	339	0
15208	2005	60	339	0
15209	2005	30	339	0
15210	2005	31	339	0
15211	2005	29	339	0
15212	2005	51	339	0
15213	2005	50	339	0
15214	2005	58	339	0
15215	2005	57	339	0
15216	2005	74	339	0
15217	2005	75	339	0
15218	2005	69	339	0
15219	2005	41	339	0
15220	2005	38	339	0
15228	2005	27	496	0
15229	2005	47	496	0
15230	2005	62	496	0
15231	2005	49	496	0
15232	2005	48	496	0
15233	2005	56	496	0
15234	2005	36	496	0
15235	2005	37	496	0
15236	2005	21	496	0
15237	2005	40	496	0
15264	2005	59	251	0
15265	2005	60	251	0
15266	2005	72	251	0
15267	2005	73	251	0
15268	2005	3	251	0
15280	2005	32	377	1
15281	2005	29	377	1
15282	2005	51	377	1
15283	2005	50	377	1
15284	2005	58	377	1
15285	2005	57	377	1
15286	2005	35	377	1
15287	2005	69	377	1
15288	2005	41	377	1
15316	2005	33	282	0
15317	2005	59	282	0
15318	2005	60	282	0
15319	2005	30	282	0
15320	2005	31	282	0
15321	2005	76	282	0
15322	2005	73	282	0
15332	2005	27	547	1
15333	2005	28	547	1
15334	2005	47	547	1
15335	2005	62	547	1
15336	2005	49	547	1
15337	2005	48	547	1
15338	2005	56	547	1
15339	2005	34	547	1
15340	2005	21	547	1
15341	2005	40	547	1
15390	2005	32	411	1
15391	2005	59	411	1
15392	2005	60	411	1
15393	2005	30	411	1
15394	2005	31	411	1
15395	2005	29	411	1
15396	2005	51	411	1
15397	2005	50	411	1
15398	2005	58	411	1
15399	2005	57	411	1
15400	2005	6	411	1
15401	2005	35	411	1
15402	2005	69	411	1
15403	2005	41	411	1
15410	2005	27	430	0
15411	2005	28	430	0
15412	2005	47	430	0
15413	2005	62	430	0
15414	2005	49	430	0
15415	2005	48	430	0
15416	2005	56	430	0
15417	2005	34	430	0
15418	2005	40	430	0
15419	2005	33	239	0
15420	2005	43	239	0
15421	2005	54	239	0
15422	2005	53	239	0
15423	2005	76	239	0
15424	2005	7	239	0
15425	2005	77	239	0
15426	2005	42	239	0
15473	2005	32	323	1
15474	2005	29	323	1
15475	2005	51	323	1
15476	2005	50	323	1
15477	2005	58	323	1
15478	2005	57	323	1
15479	2005	35	323	1
15480	2005	69	323	1
15481	2005	41	323	1
15513	2005	27	575	0
15514	2005	30	575	0
15515	2005	47	575	0
15516	2005	56	575	0
15517	2005	40	575	0
15518	2005	33	148	0
15519	2005	43	148	0
15520	2005	30	148	0
15521	2005	31	148	0
15522	2005	54	148	0
15523	2005	53	148	0
15524	2005	76	148	0
15525	2005	73	148	0
15526	2005	7	148	0
15527	2005	77	148	0
15528	2005	42	148	0
15529	2005	33	196	1
15530	2005	54	196	1
15531	2005	53	196	1
15532	2005	72	196	1
15533	2005	3	196	0
15534	2005	42	196	1
15535	2005	33	23	0
15536	2005	43	23	0
15537	2005	54	23	0
15538	2005	53	23	0
15539	2005	76	23	0
15540	2005	73	23	0
15541	2005	42	23	0
15542	2005	33	233	0
15543	2005	43	233	0
15544	2005	54	233	0
15545	2005	53	233	0
15546	2005	76	233	0
15547	2005	73	233	0
15548	2005	77	233	0
15549	2005	42	233	0
15550	2005	43	249	0
15551	2005	59	249	0
15552	2005	60	249	0
15553	2005	76	249	0
15554	2005	73	249	0
15555	2005	7	249	0
15556	2005	33	140	0
15557	2005	43	140	0
15558	2005	54	140	0
15559	2005	53	140	0
15560	2005	76	140	0
15561	2005	73	140	0
15562	2005	42	140	0
15581	2005	27	565	0
15582	2005	28	565	0
15583	2005	47	565	0
15584	2005	62	565	0
15585	2005	49	565	0
15586	2005	48	565	0
15587	2005	56	565	0
15588	2005	34	565	0
15589	2005	40	565	0
15627	2005	32	333	1
15628	2005	29	333	1
15629	2005	51	333	1
15630	2005	50	333	1
15631	2005	58	333	1
15632	2005	57	333	1
15633	2005	6	333	1
15634	2005	35	333	1
15635	2005	69	333	1
15636	2005	41	333	1
15660	2005	27	462	0
15661	2005	30	462	0
15662	2005	31	462	0
15663	2005	47	462	0
15666	2005	62	462	0
15667	2005	49	462	0
15668	2005	48	462	0
15669	2005	56	462	0
15670	2005	34	462	0
15671	2005	21	462	0
15672	2005	40	462	0
15840	2005	32	376	0
15841	2005	59	376	0
15842	2005	60	376	0
15843	2005	30	376	0
15844	2005	31	376	0
15845	2005	29	376	0
15846	2005	51	376	0
15847	2005	50	376	0
15848	2005	58	376	0
15849	2005	57	376	0
15850	2005	35	376	0
15851	2005	69	376	0
15852	2005	41	376	0
15942	2005	27	431	0
15943	2005	28	431	0
15944	2005	47	431	0
15945	2005	62	431	0
15946	2005	49	431	0
15947	2005	48	431	0
15948	2005	56	431	0
15949	2005	34	431	0
15950	2005	21	431	0
15951	2005	40	431	0
15952	2005	59	614	0
15953	2005	13	614	0
15954	2005	15	614	0
15955	2005	11	614	0
15956	2005	10	614	0
15957	2005	22	614	0
15958	2005	23	614	0
15959	2005	61	614	0
15960	2005	17	614	0
15961	2005	16	614	0
15962	2005	18	614	0
15963	2005	19	614	0
15964	2005	36	614	0
15965	2005	37	614	0
15966	2005	4	614	0
15967	2005	8	614	0
15968	2005	38	614	0
15969	2005	3	614	0
15970	2005	5	614	0
16054	2005	20	641	0
16055	2005	59	641	0
16056	2005	13	641	0
16057	2005	11	641	0
16058	2005	10	641	0
16059	2005	12	641	0
16060	2005	22	641	0
16061	2005	23	641	0
16062	2005	61	641	0
16063	2005	17	641	0
16064	2005	18	641	0
16065	2005	19	641	0
